0	0	0	0
1	0	0	2000
0	-0.987414	-0.158158	2000
-0.026007	-0.761231	0.64796	2000
0.591136	0.716668	0.370062	2000
-0.236071	0.388148	0.890848	2000
-0.893021	0.197543	0.40434	2000
0.796184	-0.220899	0.56329	2000
0.233964	-0.963062	0.133318	2000
0.935686	-0.189418	0.29768	2000
0.505827	0.861746	-0.0391405	2000
0.34622	0.900492	-0.263148	2000
0.456968	0.722173	-0.519274	2000
-0.486997	0.260422	0.833676	2000
-0.617845	-0.728717	0.295363	2000
-0.576984	0.23178	-0.783177	2000
-0.826695	0.480578	0.292611	2000
0.893712	0.110158	-0.434908	2000
0.290101	0.659208	-0.693749	2000
0.115951	0.989208	-0.0895722	2000
-0.800182	-0.32778	-0.502264	2000
0.513981	-0.856917	0.0389561	2000
-0.788548	-0.0567791	-0.612346	2000
0.94928	0.196754	0.245267	2000
0.232964	-0.86427	0.445831	2000
-0.020999	0.340927	-0.939855	2000
0.216932	0.912209	0.347586	2000
0.774003	0.56635	0.283137	2000
-0.160928	-0.49696	0.852721	2000
-0.147035	-0.616612	-0.773415	2000
0.888141	-0.442346	0.124639	2000
-0.561971	-0.103497	-0.820657	2000
-0.380809	-0.285613	0.879438	2000
-0.306	0.343741	-0.88781	2000
-0.332086	-0.0193607	0.94305	2000
-0.963226	0.254765	0.0853778	2000
-0.959502	-0.233066	0.158231	2000
0.452965	0.86699	0.207731	2000
-0.773133	-0.634123	-0.0124331	2000
0.709082	-0.493863	0.503292	2000
-0.692769	-0.137684	0.707894	2000
0.681659	-0.442092	-0.583005	2000
-0.141995	0.609256	0.780156	2000
-0.740168	-0.470052	0.480834	2000
-0.103006	-0.900271	0.422968	2000
0.584037	0.501386	0.638368	2000
-0.088008	0.182448	0.979269	2000
-0.552263	0.741422	0.381182	2000
0.838158	0.499144	-0.21988	2000
0.362995	0.436264	0.823352	2000
-0.184062	-0.244649	-0.951981	2000
-0.720938	0.682796	0.11848	2000
0.433101	-0.580396	-0.689611	2000
0.502114	-0.76389	0.405406	2000
-0.170944	0.63587	-0.752627	2000
0.462968	-0.540844	0.702246	2000
0.38503	0.728653	0.566406	2000
-0.713102	0.140159	0.686907	2000
0.259923	-0.812413	-0.521944	2000
0.001	0.0816555	-0.99666	2000
0.037002	0.822691	0.567282	2000
0.57032	0.420097	-0.705871	2000
-0.282105	0.00676151	-0.959359	2000
0.721098	-0.652944	0.231693	2000
0.266985	-0.93442	-0.235748	2000
